time,theta
671.1896932125092,-0.0025945191532797465
671.2396194934845,-0.002454124790751335
671.2911834716797,-0.002454124790751335
671.3396892547607,-0.002454124790751335
671.3896796703339,-0.002454124790751335
671.4396731853485,-0.002454124790751335
671.4896576404572,-0.002454124790751335
671.5397503376007,-0.002735803490149003
671.5908703804016,-0.002735803490149003
671.6408660411835,-0.002735803490149003
671.6897323131561,-0.002735803490149003
671.7396507263184,-0.002735803490149003
671.7896230220795,-0.002735803490149003
671.8396697044373,-0.002906095476954107
671.8951916694641,-0.002906095476954107
671.9397027492523,-0.002906095476954107
671.9898316860199,-0.002906095476954107
672.0398309230804,-0.002906095476954107
672.0906319618225,-0.002906095476954107
672.1405534744263,-0.002906095476954107
672.1908385753632,-0.002906095476954107
672.2451257705688,-0.0007432484688693593
672.2909691333771,-0.0007432484688693593
672.3404161930084,-0.0007432484688693593
672.3901839256287,-0.0007432484688693593
672.4401791095734,-0.0007432484688693593
672.4907629489899,-0.0007432484688693593
672.5413172245026,0.000352678697594485
672.59046626091,0.000352678697594485
672.6402113437653,0.000352678697594485
672.6902968883514,0.000352678697594485
672.740469455719,0.000352678697594485
672.790317773819,0.000352678697594485
672.8454012870789,0.010019114747392631
672.8908431529999,0.010019114747392631
672.9400396347046,0.010019114747392631
672.9903008937836,0.010019114747392631
673.0402567386627,0.010019114747392631
673.0908107757568,0.010019114747392631
673.1409401893616,0.010019114747392631
673.190169095993,0.010019114747392631
673.2399244308472,0.011296765240060845
673.2908837795258,0.011296765240060845
673.3403606414795,0.011296765240060845
673.3902063369751,0.011296765240060845
673.4402279853821,0.011296765240060845
673.4902400970459,0.011296765240060845
673.5400381088257,0.0269953924639134
673.5909206867218,0.0269953924639134
673.6403069496155,0.0269953924639134
673.6904163360596,0.0269953924639134
673.741708278656,0.0269953924639134
673.7903890609741,0.0269953924639134
673.8400914669037,0.03426418273128364
673.8907692432404,0.03426418273128364
673.9403209686279,0.03426418273128364
673.990207195282,0.03426418273128364
674.042407989502,0.03426418273128364
674.0904269218445,0.03426418273128364
674.1401052474976,0.04384268891959297
674.1908667087555,0.04384268891959297
674.2403466701508,0.04384268891959297
674.2902908325195,0.04384268891959297
674.3404731750488,0.04384268891959297
674.3905937671661,0.04384268891959297
674.4404661655426,0.04384268891959297
674.4905836582184,0.04384268891959297
674.5414254665375,0.05013248868668247
674.5956439971924,0.05013248868668247
674.6420197486877,0.05013248868668247
674.6901359558105,0.05013248868668247
674.7400286197662,0.05013248868668247
674.7900333404541,0.05013248868668247
674.8400664329529,0.04819182239439571
674.8933157920837,0.04819182239439571
674.9406869411469,0.04819182239439571
674.9904329776764,0.04819182239439571
675.0402796268463,0.04819182239439571
675.0902848243713,0.04819182239439571
675.1400766372681,0.04828532015460352
675.1911556720734,0.04828532015460352
675.2411143779755,0.04828532015460352
675.2902915477753,0.04828532015460352
675.3400719165802,0.04828532015460352
675.3900947570801,0.04828532015460352
675.4406621456146,0.04828532015460352
675.4907953739166,0.04828532015460352
675.5429465770721,0.048243991223436845
675.5921654701233,0.048243991223436845
675.6402752399445,0.048243991223436845
675.6901895999908,0.048243991223436845
675.7405309677124,0.048243991223436845
675.790632724762,0.048243991223436845
675.8471872806549,0.1106054909315462
675.8908267021179,0.1106054909315462
675.9404196739197,0.1106054909315462
675.9902987480164,0.1106054909315462
676.0407421588898,0.1106054909315462
676.0907130241394,0.1106054909315462
676.143655538559,0.3045552406778811
676.1917629241943,0.3045552406778811
676.2403092384338,0.3045552406778811
676.2902400493622,0.3045552406778811
676.3405287265778,0.3045552406778811
676.3906242847443,0.3045552406778811
676.4412157535553,0.3045552406778811
676.4921340942383,0.3045552406778811
676.5404055118561,0.543368219318284
676.591540813446,0.543368219318284
676.6404614448547,0.543368219318284
676.690372467041,0.543368219318284
676.7408094406128,0.543368219318284
676.7922167778015,0.543368219318284
676.8403739929199,0.7624900511747502
676.8908562660217,0.7624900511747502
676.9407072067261,0.7624900511747502
676.9905047416687,0.7624900511747502
677.0415074825287,0.7624900511747502
677.0935137271881,0.7624900511747502
677.1413817405701,0.9831831480743631
677.1913797855377,0.9831831480743631
677.2405364513397,0.9831831480743631
677.2905058860779,0.9831831480743631
677.3408026695251,0.9831831480743631
677.3926908969879,0.9831831480743631
677.4403760433197,1.2425020676342127
677.4932343959808,1.2425020676342127
677.5404515266418,1.2425020676342127
677.5904643535614,1.2425020676342127
677.6412994861603,1.2425020676342127
677.691445350647,1.2425020676342127
677.7403666973114,1.2425020676342127
677.7903037071228,1.2425020676342127
677.8405528068542,1.5187099558790178
677.8911910057068,1.5187099558790178
677.9403827190399,1.5187099558790178
677.9905495643616,1.5187099558790178
678.0404417514801,1.5187099558790178
678.0904066562653,1.5187099558790178
678.1419680118561,1.7749802217809993
678.1912438869476,1.7749802217809993
678.2411069869995,1.7749802217809993
678.2905249595642,1.7749802217809993
678.3404541015625,1.7749802217809993
678.390510559082,1.7749802217809993
678.4410548210144,1.7805254558027623
678.4916806221008,1.7805254558027623
678.5406053066254,1.7805254558027623
678.5915148258209,1.7805254558027623
678.6404445171356,1.7805254558027623
678.6905999183655,1.7805254558027623
678.7410688400269,1.7805254558027623
678.7910652160645,1.7805254558027623
678.8429658412933,1.6539314275955732
678.890695810318,1.6539314275955732
678.9420337677002,1.6539314275955732
678.9904525279999,1.6539314275955732
679.0407092571259,1.6539314275955732
679.0907700061798,1.6539314275955732
679.144807100296,1.5361073220160695
679.1910524368286,1.5361073220160695
679.2403538227081,1.5361073220160695
679.2902705669403,1.5361073220160695
679.3403940200806,1.5361073220160695
679.3904614448547,1.5361073220160695
679.4420912265778,1.4968364817398154
679.4914062023163,1.4968364817398154
679.5407392978668,1.4968364817398154
679.5899028778076,1.4968364817398154
679.639657497406,1.4968364817398154
679.6897575855255,1.4968364817398154
679.739679813385,1.4968364817398154
679.7898287773132,1.4968364817398154
679.8396072387695,1.4994976454590772
679.8901901245117,1.4994976454590772
679.9397435188293,1.4994976454590772
679.9896850585938,1.4994976454590772
680.0403487682343,1.4994976454590772
680.0896942615509,1.4994976454590772
680.139636516571,1.5028387142046362
680.1905376911163,1.5028387142046362
680.2396819591522,1.5028387142046362
680.2897062301636,1.5028387142046362
680.3396737575531,1.5028387142046362
680.3896925449371,1.5028387142046362
680.4395463466644,1.5050074594383422
680.4901280403137,1.5050074594383422
680.5397689342499,1.5050074594383422
680.5896673202515,1.5050074594383422
680.6396312713623,1.5050074594383422
680.6896381378174,1.5050074594383422
680.7395575046539,1.5044326161170485
680.7902030944824,1.5044326161170485
680.8397600650787,1.5044326161170485
680.8896372318268,1.5044326161170485
680.9396703243256,1.5044326161170485
680.9896910190582,1.5044326161170485
681.0397336483002,1.5044326161170485
681.0896713733673,1.5044326161170485
681.1396882534027,1.5146323899339975
681.1906435489655,1.5146323899339975
681.2396395206451,1.5146323899339975
681.2897248268127,1.5146323899339975
681.3397133350372,1.5146323899339975
681.3897018432617,1.5146323899339975
681.43971991539,1.5260103462171977
681.4901337623596,1.5260103462171977
681.5396757125854,1.5260103462171977
681.5897212028503,1.5260103462171977
681.6397035121918,1.5260103462171977
681.6896595954895,1.5260103462171977
681.7396628856659,1.5316670335305804
681.7905013561249,1.5316670335305804
681.8396816253662,1.5316670335305804
681.8915822505951,1.5316670335305804
681.9401106834412,1.5316670335305804
681.9897520542145,1.5316670335305804
682.039642572403,1.5316670335305804
682.0896143913269,1.5316670335305804
682.139671087265,1.535605981940862
682.1911208629608,1.535605981940862
682.2396936416626,1.535605981940862
682.289733171463,1.535605981940862
682.3396532535553,1.535605981940862
682.3896381855011,1.535605981940862
682.4396831989288,1.5371475527378544
682.4909319877625,1.5371475527378544
682.5409159660339,1.5371475527378544
682.589928150177,1.5371475527378544
682.6398265361786,1.5371475527378544
682.6899240016937,1.5371475527378544
682.7397661209106,1.5774265326447579
682.7911598682404,1.5774265326447579
682.8399052619934,1.5774265326447579
682.8898138999939,1.5774265326447579
682.9398076534271,1.5774265326447579
682.9897212982178,1.5774265326447579
683.0397682189941,1.5774265326447579
683.0897281169891,1.5774265326447579
683.1406104564667,1.8076223209459914
683.1906099319458,1.8076223209459914
683.2398097515106,1.8076223209459914
683.2898509502411,1.8076223209459914
683.3397896289825,1.8076223209459914
683.3897545337677,1.8076223209459914
683.4396524429321,2.0812272355413532
683.4905836582184,2.0812272355413532
683.53986120224,2.0812272355413532
683.589761018753,2.0812272355413532
683.6397836208344,2.0812272355413532
683.6898558139801,2.0812272355413532
683.7406299114227,2.3990679216332036
683.7905991077423,2.3990679216332036
683.839884519577,2.3990679216332036
683.8897721767426,2.3990679216332036
683.9397923946381,2.3990679216332036
683.9897968769073,2.3990679216332036
684.0396370887756,2.6804697729519904
684.0902450084686,2.6804697729519904
684.1398148536682,2.6804697729519904
684.189857006073,2.6804697729519904
684.2397751808167,2.6804697729519904
684.2900187969208,2.6804697729519904
684.3406279087067,2.6804697729519904
684.3899142742157,2.6804697729519904
684.439857006073,2.9923427145151367
684.4905841350555,2.9923427145151367
684.5407304763794,2.9923427145151367
684.5907726287842,2.9923427145151367
684.6407516002655,2.9923427145151367
684.6929421424866,2.9923427145151367
684.7402009963989,3.2874089790710106
684.7919163703918,3.2874089790710106
684.840950012207,3.2874089790710106
684.8906230926514,3.2874089790710106
684.9409232139587,3.2874089790710106
684.9910254478455,3.2874089790710106
685.0400660037994,3.3040691822183286
685.0934393405914,3.3040691822183286
685.1405861377716,3.3040691822183286
685.190634727478,3.3040691822183286
685.2407655715942,3.3040691822183286
685.2908942699432,3.3040691822183286
685.3420057296753,3.3040691822183286
685.3904793262482,3.3040691822183286
685.4442656040192,3.1552224457327096
685.4917397499084,3.1552224457327096
685.5414364337921,3.1552224457327096
685.59024477005,3.1552224457327096
685.6408438682556,3.1552224457327096
685.6897838115692,3.1552224457327096
685.7397449016571,3.0672603654562645
685.7905342578888,3.0672603654562645
685.839706659317,3.0672603654562645
685.889728307724,3.0672603654562645
685.9397437572479,3.0672603654562645
685.9896762371063,3.0672603654562645
686.0396571159363,3.0695402976654815
686.0904550552368,3.0695402976654815
686.1405878067017,3.0695402976654815
686.1898007392883,3.0695402976654815
686.2397322654724,3.0695402976654815
686.289698600769,3.0695402976654815
686.3396592140198,3.0695402976654815
686.3896989822388,3.0695402976654815
686.4396820068359,3.080408391757986
