time,v,w
0.05570650100708008,0.0,0.0
0.055960655212402344,0.0,0.0
0.10553288459777832,0.0,0.0
0.10577726364135742,0.0,0.0
0.15547919273376465,0.0,0.0
0.15569019317626953,0.0,0.0
0.20550942420959473,0.0,0.0
0.20574522018432617,0.0,0.0
0.25562429428100586,0.0,0.0
0.25588321685791016,0.0,0.0
0.305483341217041,0.0,0.0
0.30571460723876953,0.0,0.0
0.35561418533325195,0.0,0.0
0.35586047172546387,0.0,0.0
0.4055898189544678,0.0,0.0
0.4058237075805664,0.0,0.0
0.45560574531555176,0.0,0.0
0.4558250904083252,0.0,0.0
0.5056078433990479,0.0,0.0
0.5058445930480957,0.0,0.0
0.5555770397186279,0.0,0.0
0.5558199882507324,0.0,0.0
0.6053528785705566,0.0,0.0
0.6054525375366211,0.0,0.0
0.6555871963500977,0.0,0.0
0.6558260917663574,0.0,0.0
0.7055037021636963,0.0,0.0
0.705707311630249,0.0,0.0
0.7554934024810791,0.0,0.0
0.7556867599487305,0.0,0.0
0.8055791854858398,0.0,0.0
0.8058063983917236,0.0,0.0
0.8555793762207031,0.0,0.0
0.8558037281036377,0.0,0.0
0.905705451965332,0.0,0.0
0.9060778617858887,0.0,0.0
0.9555528163909912,0.0,0.0
0.9557764530181885,0.0,0.0
1.0055327415466309,0.0,0.0
1.0057549476623535,0.0,0.0
1.0555267333984375,0.0,0.0
1.0557513236999512,0.0,0.0
1.1055412292480469,0.0,0.0
1.1057467460632324,0.0,0.0
1.1555137634277344,0.0,0.0
1.1557166576385498,0.0,0.0
1.205564022064209,0.0,0.0
1.205796241760254,0.0,0.0
1.2555553913116455,0.0,0.0
1.2557868957519531,0.0,0.0
1.3055603504180908,0.0,0.0
1.3058104515075684,0.0,0.0
1.3555240631103516,0.0,0.0
1.3557496070861816,0.0,0.0
1.4055993556976318,0.0,0.0
1.4058361053466797,0.0,0.0
1.4555995464324951,0.0,0.0
1.4558336734771729,0.0,0.0
1.5056252479553223,0.0,0.0
1.5058834552764893,0.0,0.0
1.555635929107666,0.0,0.0
1.5558688640594482,0.0,0.0
1.6056041717529297,0.0,0.0
1.605844259262085,0.0,0.0
1.6552956104278564,0.0,0.0
1.6554067134857178,0.0,0.0
1.7054417133331299,0.0,0.0
1.705657720565796,0.0,0.0
1.7554941177368164,0.0,0.0
1.7556893825531006,0.0,0.0
1.8055322170257568,0.0,0.0
1.8057634830474854,0.0,0.0
1.855595588684082,0.0,0.0
1.8558378219604492,0.0,0.0
1.9054834842681885,0.0,0.0
1.9057307243347168,0.0,0.0
1.9555394649505615,0.0,0.0
1.9557716846466064,0.0,0.0
2.005603790283203,0.0,0.0
2.0058398246765137,0.0,0.0
2.0555174350738525,0.0,0.0
2.055758476257324,0.0,0.0
2.1055591106414795,0.0,0.0
2.1058194637298584,0.0,0.0
2.1555674076080322,0.0,0.0
2.155815601348877,0.0,0.0
2.2053842544555664,0.0,0.0
2.205559730529785,0.0,0.0
2.255248785018921,0.0,0.0
2.255342721939087,0.0,0.0
2.3054800033569336,0.0,0.0
2.30568528175354,0.0,0.0
2.3556013107299805,0.0,0.0
2.3558804988861084,0.0,0.0
2.4055731296539307,0.0,0.0
2.4058070182800293,0.0,0.0
2.455667495727539,0.0,0.0
2.455906629562378,0.0,0.0
2.5055859088897705,0.0,0.0
2.5058236122131348,0.0,0.0
2.555614709854126,0.0,0.0
2.555833339691162,0.0,0.0
2.605551242828369,0.0,0.0
2.6058082580566406,0.0,0.0
2.6555697917938232,0.0,0.0
2.655810832977295,0.0,0.0
2.7056047916412354,0.0,0.0
2.705841064453125,0.0,0.0
2.7558095455169678,0.0,0.0
2.756044864654541,0.0,0.0
2.8054568767547607,0.0,0.0
2.805687427520752,0.0,0.0
2.855537176132202,0.0,0.0
2.8557770252227783,0.0,0.0
2.905444860458374,0.0,0.0
2.905690908432007,0.0,0.0
2.9555981159210205,0.0,0.0
2.9558329582214355,0.0,0.0
3.005592107772827,0.0,0.0
3.005830764770508,0.0,0.0
3.0556652545928955,0.0,0.0
3.0558996200561523,0.0,0.0
3.105586290359497,0.0,0.0
3.1058526039123535,0.0,0.0
3.155575752258301,0.0,0.0
3.155812978744507,0.0,0.0
3.2056126594543457,0.0,0.0
3.2058472633361816,0.0,0.0
3.255585193634033,0.0,0.0
3.2558488845825195,0.0,0.0
3.305532693862915,0.0,0.0
3.305755138397217,0.0,0.0
3.3555140495300293,0.0,0.0
3.3557333946228027,0.0,0.0
3.4055607318878174,0.0,0.0
3.4057857990264893,0.0,0.0
