time,v,w
0.0544130802154541,0.0,0.0
0.05463433265686035,0.0,0.0
0.10448384284973145,0.0,0.0
0.10472893714904785,0.0,0.0
0.15448284149169922,0.0,0.0
0.15471982955932617,0.0,0.0
0.2044997215270996,0.0,0.0
0.20473551750183105,0.0,0.0
0.2549281120300293,0.0,0.0
0.25516748428344727,0.0,0.0
0.3044924736022949,0.0,0.0
0.3047327995300293,0.0,0.0
0.3545360565185547,0.0,0.0
0.354794979095459,0.0,0.0
0.40451812744140625,0.0,0.0
0.40477538108825684,0.0,0.0
0.45448803901672363,0.0,0.0
0.4547252655029297,0.0,0.0
0.5043799877166748,0.0,0.0
0.5046346187591553,0.0,0.0
0.5548324584960938,0.0,0.0
0.555119514465332,0.0,0.0
0.6042656898498535,0.0,0.0
0.6044232845306396,0.0,0.0
0.6544578075408936,0.0,0.0
0.6546945571899414,0.0,0.0
0.7045063972473145,0.0,0.0
0.7047445774078369,0.0,0.0
0.7543768882751465,0.0,0.0
0.7546122074127197,0.0,0.0
0.8045194149017334,0.0,0.0
0.804760217666626,0.0,0.0
0.8544886112213135,0.0,0.0
0.8547561168670654,0.0,0.0
0.9044821262359619,0.0,0.0
0.9047236442565918,0.0,0.0
0.9545087814331055,0.0,0.0
0.9547510147094727,0.0,0.0
1.00469970703125,0.0,0.0
1.0049803256988525,0.0,0.0
1.0547585487365723,0.0,0.0
1.055020809173584,0.0,0.0
1.1045379638671875,0.0,0.0
1.1047782897949219,0.0,0.0
1.1545019149780273,0.0,0.0
1.1547441482543945,0.0,0.0
1.2044665813446045,0.0,0.0
1.2047033309936523,0.0,0.0
1.2544538974761963,0.0,0.0
1.2546968460083008,0.0,0.0
1.30448317527771,0.0,0.0
1.3047068119049072,0.0,0.0
1.3544933795928955,0.0,0.0
1.354736089706421,0.0,0.0
1.4045064449310303,0.0,0.0
1.4047448635101318,0.0,0.0
1.4544873237609863,0.0,0.0
1.454723834991455,0.0,0.0
1.5047721862792969,0.0,0.0
1.505049705505371,0.0,0.0
1.55491042137146,0.0,0.0
1.555171251296997,0.0,0.0
1.6044824123382568,0.0,0.0
1.604720115661621,0.0,0.0
1.6545064449310303,0.0,0.0
1.654747724533081,0.0,0.0
1.7044882774353027,0.0,0.0
1.704756259918213,0.0,0.0
1.7545223236083984,0.0,0.0
1.7547636032104492,0.0,0.0
1.8043246269226074,0.0,0.0
1.8045477867126465,0.0,0.0
1.8544931411743164,0.0,0.0
1.8547337055206299,0.0,0.0
1.9045066833496094,0.0,0.0
1.9047801494598389,0.0,0.0
1.9545071125030518,0.0,0.0
1.9547784328460693,0.0,0.0
2.0044848918914795,0.0,0.0
2.0047266483306885,0.0,0.0
2.054910898208618,0.0,0.0
2.0551464557647705,0.0,0.0
2.104494333267212,0.0,0.0
2.10473370552063,0.0,0.0
2.1544482707977295,0.0,0.0
2.1546740531921387,0.0,0.0
2.2044808864593506,0.0,0.0
2.204745054244995,0.0,0.0
2.254934072494507,0.0,0.0
2.255173683166504,0.0,0.0
2.304915428161621,0.0,0.0
2.3051586151123047,0.0,0.0
2.3545191287994385,0.0,0.0
2.3547861576080322,0.0,0.0
2.4045119285583496,0.0,0.0
2.404752016067505,0.0,0.0
2.45438551902771,0.0,0.0
2.4546217918395996,0.0,0.0
2.5045487880706787,0.0,0.0
2.50481915473938,0.0,0.0
2.55448842048645,0.0,0.0
2.554727792739868,0.0,0.0
2.604497194290161,0.0,0.0
2.6047401428222656,0.0,0.0
2.6545333862304688,0.0,0.0
2.654791831970215,0.0,0.0
2.7044780254364014,0.0,0.0
2.704718589782715,0.0,0.0
