time,theta
0.05461263656616211,0.0
0.0548708438873291,0.0
0.10459303855895996,0.0
0.10483074188232422,0.0
0.1545560359954834,0.0
0.15479397773742676,0.0
0.20457839965820312,0.0
0.20481038093566895,0.0
0.2545890808105469,0.0
0.2548511028289795,0.0
0.3045985698699951,0.0
0.3048534393310547,0.0
0.35460376739501953,0.0
0.35488247871398926,0.0
0.4046168327331543,0.0
0.4048771858215332,0.0
0.4545552730560303,0.0
0.45479655265808105,0.0
0.5045928955078125,0.0
0.5048270225524902,0.0
0.5545680522918701,0.0
0.5548057556152344,0.0
0.6044130325317383,0.0
0.6045920848846436,0.0
0.6545178890228271,0.0
0.6548590660095215,0.0
0.7047810554504395,0.0
0.705071210861206,0.0
0.754723072052002,0.0
0.7550075054168701,0.0
0.804567813873291,0.0
0.8048019409179688,0.0
0.8545455932617188,0.0
0.8547835350036621,0.0
0.9046099185943604,0.0
0.9048619270324707,0.0
0.9544370174407959,0.0
0.9546689987182617,0.0
1.0044944286346436,0.0
1.0047190189361572,0.0
1.0545530319213867,0.0
1.0548696517944336,0.0
1.104637861251831,0.0
1.1049184799194336,0.0
1.1544618606567383,0.0
1.1547017097473145,0.0
1.2045791149139404,0.0
1.2048125267028809,0.0
1.2549757957458496,0.0
1.2552168369293213,0.0
1.3045430183410645,0.0
1.3047857284545898,0.0
1.3545968532562256,0.0
1.3548343181610107,0.0
1.4045774936676025,0.0
1.404813528060913,0.0
1.4545438289642334,0.0
1.4547805786132812,0.0
1.5045781135559082,0.0
1.5048370361328125,0.0
1.5547478199005127,0.0
1.5549860000610352,0.0
1.6046116352081299,0.0
1.6048481464385986,0.0
1.654555320739746,0.0
1.654794454574585,0.0
1.7046082019805908,0.0
1.7048695087432861,0.0
1.7544739246368408,0.0
1.7547104358673096,0.0
1.804621696472168,0.0
1.804865837097168,0.0
1.8545691967010498,0.0
1.8548130989074707,0.0
1.904569387435913,0.0
1.9048035144805908,0.0
1.9549989700317383,0.0
1.9552440643310547,0.0
2.0044820308685303,0.0
2.0047357082366943,0.0
2.054537534713745,0.0
2.0547738075256348,0.0
2.104588270187378,0.0
2.1048245429992676,0.0
2.154545545578003,0.0
2.1547961235046387,0.0
2.205024242401123,0.0
2.205260753631592,0.0
2.2545480728149414,0.0
2.254786491394043,0.0
2.3049962520599365,0.0
2.305238962173462,0.0
2.3545501232147217,0.0
2.3548154830932617,0.0
2.404611110687256,0.0
2.4048473834991455,0.0
2.4546079635620117,0.0
2.454848289489746,0.0
2.504828691482544,0.0
2.5050666332244873,0.0
2.5549840927124023,0.0
2.555222272872925,0.0
2.6045844554901123,0.0
2.6048219203948975,0.0
2.6545469760894775,0.0
2.654803514480591,0.0
2.704580068588257,0.0
2.7048308849334717,0.0
2.7550017833709717,0.0
2.755242347717285,0.0
2.8045856952667236,0.0
2.8048250675201416,0.0
2.85457444190979,0.0
2.8548312187194824,0.0
2.9046132564544678,0.0
2.9048540592193604,0.0
2.954563617706299,0.0
2.9547972679138184,0.0
3.004500150680542,0.0
3.004751205444336,0.0
3.054560661315918,0.0
3.0547947883605957,0.0
3.1045901775360107,0.0
3.104849338531494,0.0
3.154550552368164,0.0
3.1547865867614746,0.0
3.2047855854034424,0.0
3.2050247192382812,0.0
3.254572629928589,0.0
3.2548134326934814,0.0
3.3045897483825684,0.0
3.304826498031616,0.0
3.3545689582824707,0.0
3.3548357486724854,0.0
3.4045658111572266,0.0
3.4048032760620117,0.0
3.4545671939849854,0.0
3.454801082611084,0.0
3.5045652389526367,0.0
3.5047972202301025,0.0
3.554553747177124,0.0
3.5547897815704346,0.0
3.6046066284179688,0.0
3.604858160018921,0.0
3.654571771621704,0.0
3.654808759689331,0.0
3.704827070236206,0.0
3.7050654888153076,0.0
3.7546565532684326,0.0
3.754917621612549,0.0
3.804600238800049,0.0
3.8048369884490967,0.0
3.8545501232147217,0.0
3.8547873497009277,0.0
3.904611349105835,0.0
3.9048526287078857,0.0
3.9545552730560303,0.0
3.9547932147979736,0.0
4.004611253738403,0.0
4.004854917526245,0.0
4.0545494556427,0.0
4.054785966873169,0.0
4.1045966148376465,0.0
4.10483193397522,0.0
4.154566764831543,0.0
4.154811382293701,0.0
4.204594135284424,0.0
4.204850912094116,0.0
4.254547834396362,0.0
4.254785776138306,0.0
4.304986000061035,0.0
4.3052332401275635,0.0
4.354589223861694,0.0
4.3548583984375,0.0
4.404608726501465,0.0
4.404846906661987,0.0
4.454564809799194,0.0
4.454827547073364,0.0
4.504531383514404,0.0
4.504779577255249,0.0
4.554567575454712,0.0
4.554803848266602,0.0
4.604612350463867,0.0
4.604872465133667,0.0
